pickup_spot,dropoff_spot,min_dep_time
64239,147536,18829
157406,7508,18833
140420,48490,18858
54938,93685,18872
63030,22830,18924
120204,140096,18925
69703,58899,18930
20693,6164,18933
67539,57705,18986
33599,106775,18997
89265,150737,19007
135237,22295,19009
61353,85385,19031
27815,72814,19049
19925,132413,19050
158387,1293,19073
78001,93623,19073
155110,101141,19074
13192,128279,19110
58893,151531,19127
151254,130364,19140
39582,28870,19176
54187,136681,19177
96252,19133,19199
59424,159232,19206
126766,41392,19218
134429,31858,19237
54721,44767,19240
83691,88339,19244
19579,132967,19255
14915,138136,19275
115793,132474,19278
122679,138049,19287
66816,109405,19288
4099,60444,19305
88232,18068,19322
139623,115599,19325
150648,42876,19335
84689,26506,19341
132176,158398,19358
20587,52376,19360
11907,158232,19362
30738,97663,19377
141345,732,19384
15754,11076,19398
54410,105756,19400
56346,97906,19402
148933,36139,19411
28254,23549,19412
35900,16151,19413
37287,32825,19426
160106,122008,19461
147399,35544,19466
134900,13192,19469
122717,38263,19486
83961,147536,19489
105139,16121,19492
96801,57705,19497
97223,19155,19503
58509,12737,19513
93359,469,19526
53235,15469,19529
82452,57705,19531
123727,109970,19541
1542,22550,19544
72880,137526,19548
7508,157406,19548
45827,136869,19550
24653,120107,19552
126771,142021,19564
122110,123919,19569
104266,23461,19576
117735,20011,19580
51936,75741,19581
102696,124886,19586
80804,72286,19587
84256,33894,19588
65035,86205,19609
5648,125194,19609
133106,33603,19616
17271,104786,19625
85245,74901,19633
37297,96519,19634
18546,135553,19640
28265,98111,19643
68420,91631,19645
88633,149337,19668
134285,148914,19670
31903,120842,19685
17043,132503,19686
157655,108610,19697
36502,82522,19699
99461,135283,19701
77244,141839,19704
93915,44339,19719
54037,57956,19719
110813,29614,19721
117761,109418,19726
97990,78122,19729
12218,86831,19744
116488,143116,19748
125782,81135,19761
159232,59424,19761
26532,82267,19765
110635,125845,19794
128751,129235,19810
14280,47087,19812
35225,129734,19816
134578,58509,19816
140505,54140,19829
136649,63251,19849
44233,110538,19849
8829,7058,19862
116024,12608,19863
68424,4031,19867
37145,117888,19869
98592,120561,19869
62711,3211,19870
24507,78623,19871
118089,38263,19895
106532,152196,19899
22638,28288,19910
89202,65162,19918
22295,47684,19927
118626,14525,19928
117739,83843,19930
55915,108004,19944
51165,79289,19945
7807,138381,19945
56576,46636,19959
90400,65108,19960
81010,5465,19962
82516,48647,19970
84075,730,19978
38672,22199,19979
22830,68353,19985
28018,27942,20006
51469,141868,20006
44102,63552,20011
91694,25710,20013
61441,125755,20018
101117,119760,20032
81336,102676,20043
51624,140693,20056
145531,157442,20061
5301,137777,20063
154456,147620,20065
136502,159071,20072
153939,21277,20083
116767,147406,20091
133233,141895,20093
149385,22516,20095
53845,145154,20100
128196,36981,20106
145776,70492,20108
66255,99614,20120
84793,119342,20126
159073,19477,20128
144286,149341,20136
89238,18616,20137
3250,136740,20139
95613,73191,20147
78291,41721,20152
22520,114148,20157
87019,104248,20159
138136,7457,20161
56038,40419,20163
83843,15711,20170
101924,5631,20173
146398,152884,20182
60444,58509,20209
155124,37157,20218
128957,123744,20220
96086,85580,20220
160840,119272,20226
88751,35532,20229
34766,147536,20234
123744,9882,20238
58804,101658,20243
69801,10945,20245
24545,73876,20247
96135,7864,20249
110341,88797,20254
124118,124195,20273
82173,43122,20275
48490,140420,20276
29832,5545,20305
24441,109901,20320
141187,5445,20330
74955,133990,20338
125810,54477,20341
90519,145453,20344
74972,112904,20349
151531,58893,20358
16245,91625,20359
81982,5050,20363
158869,72027,20371
10299,83114,20372
143434,97874,20372
102805,20514,20375
126900,129004,20376
137698,87914,20386
53533,50104,20393
22534,21559,20403
112744,65530,20411
27984,8789,20413
25900,14550,20417
100011,156616,20432
147152,10769,20436
18454,19225,20438
136869,45827,20439
18047,91077,20449
65153,142423,20452
35694,54312,20453
135261,107386,20455
126834,72261,20459
79293,18845,20486
86124,37276,20490
55633,22648,20494
52795,15767,20511
47154,77298,20512
12884,91514,20514
6070,21168,20529
80980,102168,20536
76478,126704,20546
90069,11573,20549
151725,153841,20552
93685,75980,20562
52518,138000,20562
95182,133720,20564
79022,81370,20572
138381,156300,20574
62693,65330,20583
97104,20510,20585
47903,122327,20596
27873,28232,20597
68353,29524,20606
81135,76260,20610
88619,138760,20623
119334,79307,20626
43140,97620,20630
137983,96669,20630
147430,108164,20630
95170,145038,20639
101829,146738,20641
51336,127302,20643
100163,51559,20650
59250,126176,20653
25964,104248,20660
52858,135433,20674
140208,68454,20685
159256,43538,20686
37524,12286,20687
95123,12401,20687
59343,17075,20689
75136,135231,20695
111182,93659,20698
67234,142252,20699
25710,55923,20700
150751,86541,20701
96807,33603,20705
96671,80999,20711
56262,119823,20721
15999,53575,20723
157993,151999,20724
63755,69815,20735
140783,78623,20737
107575,96582,20743
41266,137234,20744
142170,144478,20748
92097,152211,20749
107441,28238,20765
149341,116589,20778
34311,13836,20787
117878,117978,20798
144166,30857,20799
148728,96811,20801
78139,45464,20803
124214,65919,20804
73175,46336,20805
74901,70370,20810
87649,24195,20810
101517,7898,20823
55961,28489,20833
48398,24585,20840
135556,34681,20840
68656,76912,20841
155768,149700,20848
69865,111843,20857
147620,154456,20859
97395,104662,20860
23951,56210,20862
80980,114429,20863
46583,138826,20864
149024,144043,20866
114758,95116,20875
103869,125482,20881
58509,97424,20884
97820,48629,20885
84753,11414,20886
53825,120968,20892
35309,13955,20896
54983,73951,20899
65162,49080,20899
57257,114429,20902
155669,110444,20903
147649,21170,20905
41780,147178,20913
10952,53598,20918
16947,140523,20919
21675,147178,20924
34787,136112,20924
48607,38263,20928
5516,112384,20934
65947,33886,20934
139430,78961,20946
64735,66299,20947
63103,120968,20952
104161,54342,20962
104246,117317,20970
120107,159851,20975
83794,75125,20975
62221,118537,20998
142410,59398,20998
32011,5461,20998
37024,153862,20999
57157,98489,21006
20814,61109,21011
80094,65304,21012
116532,23951,21016
40249,125184,21023
47680,85943,21029
153116,139428,21029
152196,57705,21030
60391,13255,21033
156868,109433,21036
91631,68420,21039
75478,110684,21040
65299,160485,21045
60624,51011,21049
27017,27465,21051
3884,157567,21054
53669,56126,21058
48647,82516,21060
18699,1033,21063
53858,90560,21069
109474,79713,21072
150737,89265,21083
45739,45849,21095
24744,17234,21096
133990,74955,21099
49766,145511,21102
67950,65162,21103
141839,69562,21110
85582,74768,21113
22932,7217,21114
136740,3250,21117
113640,5439,21119
98255,126482,21124
14952,154625,21138
49115,14893,21143
65530,96238,21148
61700,34210,21152
120842,31903,21166
7068,84635,21166
71234,56268,21187
57910,68186,21187
951,159975,21190
53825,93063,21192
104826,11653,21195
65162,51278,21199
127302,51336,21214
54152,12418,21220
9875,42326,21225
69524,40481,21227
8829,90749,21232
37157,29762,21233
160549,59556,21238
33216,36696,21239
154299,154271,21240
3086,83323,21244
3147,105197,21247
118581,47414,21249
77683,86322,21250
35631,77458,21251
58509,152768,21253
58509,3147,21253
75183,24695,21257
154686,101495,21259
37167,46358,21262
120107,55773,21263
83459,128740,21263
96519,37297,21268
7457,57752,21270
139750,38531,21272
67657,146715,21276
136112,144152,21285
73876,24545,21295
129536,70996,21297
121865,5137,21299
144697,24757,21299
96811,57705,21306
29473,144826,21310
157048,93045,21317
136839,155128,21320
139519,59483,21322
94895,73589,21326
155239,28268,21328
53946,28081,21328
140255,34715,21339
123744,29526,21348
63383,62374,21351
117772,101800,21353
94895,67946,21358
7058,83730,21370
109930,15365,21382
62045,136471,21387
1057,97783,21395
32145,102658,21398
33687,144116,21398
61918,30680,21405
144847,151509,21411
139060,153995,21415
80569,22685,21422
64264,130409,21423
142092,154672,21436
26965,21913,21442
128303,46389,21452
159727,8789,21454
57133,23633,21455
8762,12418,21456
83455,77910,21457
16022,22708,21460
28299,151904,21461
22381,146341,21469
126855,103221,21479
129133,135881,21479
1547,66802,21483
87914,147917,21484
35119,37157,21486
125194,61385,21487
88022,5443,21489
21418,144318,21495
110430,101788,21497
96636,8203,21498
14342,85511,21502
36076,122220,21502
55435,108488,21503
83628,100313,21511
59116,88716,21514
36659,109646,21519
144095,132397,21524
2233,35937,21525
149851,137748,21527
129303,131346,21527
7167,92221,21533
10455,152997,21545
62932,86169,21546
50276,129453,21548
11046,104167,21550
160580,77775,21560
11076,138149,21568
156939,84693,21571
103339,112986,21576
82267,26532,21589
53445,103461,21596
134293,104817,21604
147464,11488,21608
74808,152240,21608
97106,41760,21621
69143,91265,21622
68505,95468,21627
63849,19629,21635
109418,7906,21635
47359,151601,21638
114326,300,21638
109593,24543,21642
68762,46016,21648
9489,78759,21648
101129,33,21648
154337,88994,21650
60640,27674,21651
159205,55802,21651
41969,122472,21657
43354,133059,21657
85246,58509,21662
122564,7647,21662
137888,50297,21676
29921,81032,21682
125185,5851,21703
743,43251,21705
49301,78083,21712
128547,109676,21715
159713,24637,21721
35576,14438,21725
34947,80251,21726
63552,44102,21742
136489,36511,21749
115673,14978,21753
93357,36906,21755
134872,65450,21756
126267,52143,21762
151300,42378,21775
118582,86575,21783
109886,101241,21785
145734,103419,21788
96937,118582,21790
46648,130064,21797
146205,93659,21799
111603,120068,21805
34750,65982,21805
49901,58296,21806
132410,152185,21810
136112,52256,21810
52925,134654,21817
142738,11377,21824
77478,76453,21826
130499,108470,21829
89545,78050,21836
124889,7904,21841
145554,138894,21852
26661,121827,21855
52173,62998,21865
51559,100163,21874
101285,56009,21880
154706,95221,21893
50,94124,21907
121938,59321,21929
24585,51788,21933
70285,29188,21935
55202,8044,21937
142324,62810,21944
61171,92330,21951
145201,149341,21952
21572,78116,21953
122327,52611,21957
112384,2036,21959
22975,66711,21966
13736,32839,21967
110498,32392,21981
93950,134124,21983
59511,143149,21988
155,104215,21996
70058,103088,21998
138379,22170,22001
81404,149387,22001
64693,52991,22002
79976,5530,22003
6166,76164,22005
152884,145573,22009
155051,67275,22010
107839,160645,22011
99192,100277,22012
60712,15745,22016
119778,22746,22022
43538,159256,22024
92942,119750,22025
150767,36148,22031
19151,85175,22036
63226,82199,22040
77808,158972,22041
33207,124721,22049
78521,85483,22067
77478,102500,22085
107535,21515,22087
16151,35900,22092
156148,93659,22093
27063,155878,22098
39641,17311,22098
135126,80436,22101
17069,98198,22105
29519,134268,22107
59398,72485,22109
138409,90950,22110
145821,131613,22118
99845,45436,22121
56701,78915,22136
109182,70794,22139
70996,147536,22141
100394,158345,22142
118675,156494,22149
33556,25860,22153
133384,105197,22158
146230,8793,22160
133811,127587,22160
57827,31033,22171
32453,135337,22171
35111,140564,22173
144633,112966,22176
58509,107300,22177
58509,103643,22177
111557,53825,22177
57155,78367,22178
87047,12193,22179
29758,86260,22187
132284,149712,22188
86835,93861,22201
28238,61981,22205
154962,61924,22214
102642,67852,22215
38453,137412,22216
132693,73900,22217
64745,65321,22222
129104,33546,22225
19145,72918,22229
145511,133520,22232
35536,75265,22236
47340,122851,22238
102115,17866,22244
36075,97085,22245
19618,127372,22252
112039,32540,22254
153249,87309,22259
9874,72103,22270
126933,133112,22275
4362,128738,22278
28844,45306,22293
97270,58158,22295
104264,38758,22305
78052,156976,22305
147928,10293,22311
110333,134555,22314
24235,136038,22323
51011,60624,22328
12286,37524,22330
69441,28513,22344
152494,102805,22350
8238,148808,22351
149341,144163,22356
93623,78001,22359
129337,91355,22362
53800,6619,22363
78751,140096,22370
142021,82967,22405
58486,11956,22408
34210,130515,22415
122597,86126,22415
12900,92070,22417
56080,20357,22427
7864,61731,22439
93685,138088,22440
55959,154598,22451
107386,135261,22453
77916,83528,22456
97620,13255,22458
114148,107475,22460
133520,49766,22462
112887,78623,22469
144190,11610,22485
94659,78032,22486
8920,138411,22486
43104,110333,22489
100898,159837,22494
55235,104978,22505
123744,73630,22506
123744,58907,22506
39608,11706,22519
148517,57640,22524
15995,149791,22526
137422,2984,22529
97874,143434,22530
65237,40419,22535
104667,98111,22536
108152,146333,22538
109646,113052,22541
3000,122426,22552
116536,127223,22558
81434,109930,22565
116681,18835,22576
149341,43819,22578
157168,57705,22581
120746,138523,22587
59977,141895,22600
120955,84324,22602
98302,104470,22606
34210,104601,22606
112013,83796,22611
492,24924,22618
77248,159975,22619
72983,134653,22621
74649,123923,22625
51278,36981,22628
3229,38340,22630
85426,38586,22630
147917,87914,22631
131637,117672,22643
83730,32790,22647
105492,1386,22662
143968,12164,22667
157208,50699,22668
122521,13644,22671
29762,50993,22675
119762,62613,22692
110012,28517,22693
27340,85054,22694
99377,80094,22695
157588,89151,22702
23863,120516,22714
88850,140096,22721
119298,68267,22721
129781,75901,22724
33975,31709,22725
27997,73512,22726
99222,62192,22728
143149,56407,22733
154277,113896,22734
65108,149184,22737
13836,68740,22738
150429,37385,22751
17289,45919,22758
139026,60251,22760
110333,159426,22764
13810,153653,22771
138514,137660,22780
73404,27028,22783
56352,55831,22785
53946,155634,22795
52667,47469,22798
81573,5428,22799
46358,37167,22809
73009,79987,22811
10293,83266,22812
97141,68690,22824
449,35193,22828
125921,42268,22833
20568,157657,22844
61109,31070,22846
81195,65162,22856
35318,118582,22858
60338,127109,22866
145573,146398,22867
76206,149408,22868
19492,147027,22868
22170,155936,22869
37553,34645,22871
146012,33524,22872
150501,45312,22876
91005,146969,22880
97420,75979,22885
4779,140657,22887
148641,78757,22890
8833,56092,22895
123744,114201,22896
97385,363,22899
156821,29614,22900
109948,36514,22903
36981,19404,22904
76228,98653,22908
3640,142585,22921
152365,73626,22925
148728,140505,22927
22706,151548,22928
155626,57705,22931
103643,27674,22934
29617,29621,22934
96177,118582,22942
92051,110333,22946
99867,141311,22951
79680,133814,22954
104642,129134,22959
44422,135198,22963
49858,138310,22965
47623,134511,22969
151492,82571,22970
34976,131565,22979
112054,145397,22979
82046,141858,22981
109681,95221,22992
126963,91477,22993
86865,128278,22995
101226,83997,23000
81022,54268,23020
67950,15975,23022
84673,48905,23024
91256,100946,23026
104470,110400,23029
62261,124242,23036
96239,112904,23050
137303,100491,23055
134654,52925,23058
146205,32332,23060
112625,99053,23068
24793,81425,23080
81545,5654,23082
21060,144134,23092
20921,7864,23098
62828,3211,23102
30680,61918,23102
85430,55212,23103
116873,47391,23105
17780,65090,23124
90950,18045,23145
20308,160394,23149
33,47905,23152
122327,18032,23157
100432,70235,23157
85291,110503,23158
100266,133274,23169
36908,149408,23170
114776,8059,23170
57475,92221,23171
58509,99474,23173
58509,65670,23173
105295,29519,23173
21479,98756,23173
66567,95538,23174
125292,138441,23175
99977,116765,23192
62812,37720,23221
99875,160520,23232
124800,15176,23245
88716,59116,23246
21925,151498,23249
134414,80820,23255
90749,145681,23260
98892,104627,23262
146017,40738,23264
15752,148050,23273
118582,29310,23283
65450,134872,23292
66265,127296,23295
134653,105494,23296
25058,33007,23300
122478,139547,23308
5851,125185,23320
47466,113808,23325
93475,26585,23326
38758,97767,23345
67946,94895,23345
94124,50,23347
113748,2630,23353
32336,146050,23353
26504,78167,23353
121202,38273,23359
100180,23684,23359
70996,129536,23362
134555,151498,23363
95806,65108,23364
137713,137501,23385
83615,49965,23386
35468,30773,23388
113301,16117,23390
128547,43248,23395
29943,66523,23397
66206,14951,23408
125184,150998,23414
143746,43502,23421
79713,81336,23437
11373,28103,23438
9450,7543,23444
1737,28051,23445
44510,91234,23446
12401,95123,23447
149341,144163,23448
61111,105802,23450
59841,157926,23456
138809,10684,23456
66830,46636,23456
33879,2932,23465
123820,76844,23468
61924,154962,23472
73900,132693,23476
20446,75363,23477
33858,89212,23483
79229,42697,23485
90499,158015,23492
137045,84495,23497
115489,80386,23500
5299,101641,23501
90233,83090,23508
25209,114389,23513
133513,34954,23518
77687,55202,23527
154954,77678,23535
5837,34578,23540
108610,157655,23542
93888,22573,23556
129792,57705,23558
53770,98476,23565
140316,111313,23579
22299,29762,23580
124445,19145,23581
88846,14360,23584
33965,133270,23588
88715,64536,23590
140576,98924,23596
75505,38862,23602
88956,47290,23605
128132,55337,23605
128132,32527,23605
47680,47113,23609
146715,85475,23611
137773,72961,23614
768,12589,23615
51193,66389,23625
140875,110418,23625
136246,126384,23649
114772,112906,23665
117377,46999,23669
29012,128485,23669
47684,135237,23670
53942,141412,23689
59076,71071,23696
65622,99321,23698
23527,76171,23698
35168,9929,23699
147962,732,23707
146549,99551,23707
124618,35851,23708
148933,154962,23713
132967,26960,23719
41793,93632,23720
138168,129088,23732
49115,19322,23739
17699,5181,23746
105915,24585,23746
153995,139060,23748
23549,129218,23759
33835,60169,23768
129975,112380,23770
122732,128547,23772
80775,39166,23773
33661,151410,23774
19629,63849,23775
57627,10400,23777
117017,147406,23793
123744,89019,23796
154598,55959,23799
41760,95758,23801
108354,104226,23805
68424,53322,23810
85865,119168,23811
138173,44796,23814
92431,49717,23815
31152,130155,23817
90085,83560,23818
47927,96044,23818
154534,2887,23820
64459,41627,23826
154096,140157,23828
136432,26115,23829
56021,105121,23849
48208,159711,23855
51686,54342,23855
116175,28800,23858
29381,63618,23860
88820,123744,23865
85436,114913,23867
75125,52212,23870
115599,46130,23873
98567,3193,23878
146023,65162,23885
77177,158875,23885
102269,8289,23887
70148,122008,23889
112080,62072,23889
154204,142272,23890
57117,136894,23892
32718,886,23902
104254,4616,23907
8835,115020,23909
135459,12536,23918
116378,129975,23919
61981,28238,23924
84073,68509,23927
116608,92123,23928
93309,159422,23929
5761,104248,23936
134634,122572,23948
92965,107516,23951
116427,31283,23956
55321,54189,23957
58509,85220,23959
58509,114165,23959
119440,139453,23959
55831,42480,23960
151675,64477,23961
154672,27776,23962
21250,145789,23963
89046,16345,23969
16380,129687,23973
37782,114017,23976
70233,89431,23983
133720,89995,23985
109228,159211,24002
123669,21456,24004
113222,138227,24006
5428,81573,24010
37664,114652,24027
77392,122556,24029
17989,136473,24033
55202,79877,24037
55202,147497,24037
113277,29494,24039
73677,49841,24040
124356,52623,24048
20927,109562,24051
77630,16947,24055
48690,38263,24055
67250,55961,24056
145174,94358,24057
70494,11616,24058
141895,133270,24059
141895,115441,24059
57705,97405,24063
101285,27468,24070
2804,60879,24076
55947,104258,24077
62395,35495,24078
118351,136368,24088
50878,154534,24091
117672,144828,24093
110440,107406,24104
14951,72854,24106
86665,76085,24108
143414,69735,24110
154800,41760,24129
111803,93659,24132
67926,49965,24133
90989,82803,24138
18040,122327,24139
76804,154009,24143
40002,144847,24148
72944,14159,24151
1247,41790,24153
129379,53598,24154
51694,79239,24155
159416,7550,24155
80094,53543,24167
91311,76392,24169
76164,6166,24172
7543,9450,24178
36148,27388,24180
154204,142272,24191
41742,156010,24191
31679,146284,24195
61158,90638,24196
27347,95802,24196
118205,109646,24201
39496,81043,24206
13192,115390,24210
119696,83671,24217
17845,72823,24223
91256,31148,24226
86126,47182,24230
53239,76916,24234
60896,54339,24236
149385,153081,24241
49965,97209,24245
146333,108152,24253
30402,84799,24253
134467,88685,24257
91239,732,24260
85304,130219,24262
48148,530,24262
23374,122102,24269
90456,76899,24269
42388,35688,24270
112211,48322,24279
95203,89215,24280
74965,97239,24286
6164,151548,24289
51668,3047,24295
38731,52095,24301
156976,78052,24303
30794,129687,24304
31831,92170,24305
156201,126038,24309
129722,363,24318
155,33208,24320
24585,28265,24333
123864,86304,24336
95525,109236,24337
113811,130026,24344
148544,96159,24347
122327,18008,24357
117198,88992,24372
128078,35350,24372
37867,105197,24374
147551,13353,24375
11740,19229,24380
111909,151225,24380
122791,37861,24382
68813,142601,24386
94758,115665,24390
141153,59556,24392
135574,45712,24396
84772,26863,24399
66654,64630,24401
27674,23174,24403
53474,47119,24405
65191,49415,24425
111047,149414,24425
63470,160647,24427
103056,142326,24431
71489,140389,24439
155051,134169,24452
154727,63809,24453
138118,152484,24464
33142,140753,24478
77340,87075,24480
18032,1311,24483
10187,71496,24489
144171,57938,24490
145734,86962,24491
130574,38666,24492
97424,27674,24493
20201,154966,24493
48098,53441,24493
3213,132725,24494
85775,17234,24503
101961,155226,24503
140322,52074,24510
51302,36196,24522
53533,136046,24522
123744,31831,24525
76916,8626,24528
53598,19689,24538
93888,11655,24540
36655,91490,24548
87201,160484,24550
133631,123829,24554
128987,70031,24559
110333,91751,24564
144152,33,24566
76457,140697,24574
134410,154974,24574
40828,14180,24578
152887,122102,24578
123091,75183,24580
11956,44726,24582
4974,104254,24584
150669,75707,24586
37367,126176,24587
73409,138461,24591
148050,38103,24598
83323,133105,24600
160548,57705,24606
13899,64747,24608
113325,141895,24614
16725,86541,24624
7484,92044,24624
8257,119243,24625
99555,140276,24633
78629,132845,24634
118283,48273,24642
160124,141078,24647
22416,22170,24650
152383,134335,24650
58899,138514,24655
84301,33560,24655
67852,102642,24657
23368,124800,24657
149408,42683,24679
140578,139246,24681
143396,12195,24681
2638,3474,24683
12186,29617,24683
79229,155132,24685
123919,122110,24694
153845,110958,24694
125810,124889,24710
154413,66865,24713
14438,35576,24719
66523,83861,24719
9489,110884,24727
13960,33167,24732
41266,37145,24734
116185,23597,24738
78200,29484,24738
118537,62221,24741
33184,153230,24750
111182,157458,24752
149341,68040,24756
60251,148334,24759
52592,117377,24761
55945,137166,24762
134779,92684,24766
125396,17107,24769
138149,60891,24769
104158,33109,24770
87320,25982,24777
10945,77953,24780
94754,155217,24780
103651,134669,24782
106803,72634,24787
52530,65237,24787
108925,181,24795
149408,52089,24799
145057,3211,24805
29188,13470,24806
24637,52001,24811
83493,83186,24814
154615,120968,24815
112434,112708,24824
74846,160580,24824
98567,43637,24826
19231,91807,24827
158972,77808,24828
36060,126712,24832
21913,26965,24834
2482,153234,24841
33917,91311,24845
99325,148184,24847
120171,98111,24853
140263,33239,24857
118073,52196,24869
9418,91477,24872
73396,58897,24875
72814,51862,24884
80834,94895,24887
116765,99977,24892
25962,121752,24907
5439,116353,24911
148933,39172,24913
89995,43590,24915
10141,29188,24921
42157,120068,24926
106909,122679,24926
65919,124214,24927
22520,97809,24932
114830,37867,24933
114651,41266,24951
16117,113301,24954
143032,156271,24958
80480,135800,24961
65321,141895,24966
89562,34715,24966
52305,47903,24980
94891,97691,24986
36139,39997,24986
57705,29144,24993
98645,73032,24996
72918,19145,24997
152295,28922,24997
2004,29519,25008
142021,6732,25027
74326,151793,25027
133274,54782,25032
